0.265141	0.552504	0.925177
0.022963	0.537164	1.233287
0.480328	0.508193	1.815167
0.977037	0.046121	2.785918
0.952143	0.022963	2.834570
0.022963	0.887349	4.650529
0.119374	0.977037	4.838952
0.480337	0.641245	5.544406
0.977037	0.545655	6.406547
0.413300	0.437164	7.385047
0.022963	0.492089	7.986175
0.977037	0.626338	9.455471
